Filename,UnifiedQualityScore,BackgroundUniformity,IlluminationUniformity,LuminanceMean,LuminanceVariance,UnderExposurePrevention,OverExposurePrevention,DynamicRange,Sharpness,CompressionArtifacts,NaturalColour,SingleFacePresent,EyesOpen,MouthClosed,EyesVisible,MouthOcclusionPrevention,FaceOcclusionPrevention,InterEyeDistance,HeadSize,LeftwardCropOfTheFaceImage,RightwardCropOfTheFaceImage,MarginAboveOfTheFaceImage,MarginBelowOfTheFaceImage,HeadPoseYaw,HeadPosePitch,HeadPoseRoll,ExpressionNeutrality,NoHeadCoverings,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,CompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfTheFaceImage.scalar,RightwardCropOfTheFaceImage.scalar,MarginAboveOfTheFaceImage.scalar,MarginBelowOfTheFaceImage.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,assessment_time_in_ms,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,quality_score_0_100
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/validation/0001_01.jpg,27.356461,237.742034,0.347107,0.298214,0.016347,0.032857,0.0,6.957737,50,0.867549,0.0,0.0,0.077709,0.011322,0.0,0.0,0.006266,69.293254,0.31226,3.339195,2.993243,1.401076,1.801384,16.373348,3.629184,4.862355,2705.240234,0.0,84,18,73,88,100,100,100,87,100,100,100,100,100,96,100,100,99,49,12,100,100,50,50,92,100,99,82,100,309,1.425972744436667,-0.4538620181301605,0.2737262042187441,0.5090247242591917,0.3411729397855537,0.6127037728426725,1.3239100891086737,1.016995953187874,-0.016233738482708187,-0.6445635070831685,-0.6280392826799387,1.1672916474247184,-0.08741852454183428,-0.2667583713946644,-0.017808167784994854,0.02675475674959617,92.20936540720426
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/validation/0001_02.jpg,23.994667,142.077112,0.617143,0.231093,0.014774,0.161897,0.0,6.906535,47,0.797165,0.0,0.0,0.075848,0.093988,0.0,0.0,0.004461,28.925534,0.336967,2.945075,2.910428,1.339318,1.655545,3.806002,2.083822,10.568705,-16579.67969,0.0,59,40,87,65,100,100,100,86,100,100,100,100,100,85,100,100,100,11,19,100,100,35,19,100,100,97,9,100,301,0.8569763012396484,-0.5778876448360633,0.4611466391762357,0.03766644801535759,0.6147418556995082,-0.01786632576383095,0.6948486167120868,0.04064983059730516,-0.1734641471030893,-0.7131156815203334,-0.4694733689748628,0.3451992180288152,0.18319508161145479,-0.6109255593752598,-0.10319834399051044,-0.6321112523129924,87.3199158123767
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/validation/0001_03.jpg,23.436445,126.461104,0.147461,0.259189,0.02144,0.115506,0.0,7.142029,47,0.863685,0.0,0.0,0.051682,0.013122,0.057798,0.0,0.150345,43.637985,0.343267,3.456996,2.868026,1.169232,1.74728,26.505543,-9.33034,7.820199,3009.309082,0.0,54,45,56,77,98,100,100,89,100,100,100,100,96,96,94,100,85,21,21,100,100,9,37,80,97,98,83,100,274,0.5604801077663365,-0.5339435629822729,-0.5324085428364768,-0.4334612128348552,0.24415426897662706,0.47796214121150066,0.6619416506227048,0.44081297336602115,0.21988873538190226,-0.310861724434678,-0.31469440609867266,0.43236053222981063,-0.24527747855791568,-0.3107214697164757,-0.13951323363124116,-1.3342504615301904,85.33722078024815
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/validation/0002_01.jpg,28.628654,78.446032,0.746098,0.293704,0.020808,0.049123,0.0,7.128715,43,0.880924,5.066475,0.0,0.058371,0.007596,0.0,0.0,0.018157,108.246091,0.326639,3.779117,3.184649,1.20699,1.864369,29.51149,-2.383211,10.403512,-3709.181885,0.0,90,64,92,87,98,100,100,89,99,100,75,100,98,96,100,100,98,87,16,100,100,13,66,76,100,97,56,100,293,1.356042861789909,0.14066035063545088,0.22557579559440805,0.48105034993388524,0.8242393324422758,0.5530489381522621,-0.6887487011882394,1.1181742095512714,0.900105750251417,0.05017208177623656,0.015594514859845905,0.9842662021970742,-0.1959711671773111,0.4154681210792093,0.38161796906367745,-0.2892405573342566,94.25084112219774
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/validation/0002_02.jpg,18.420666,244.807771,0.099609,0.352857,0.025672,0.04798,0.0,7.330866,42,0.850267,0.0,0.0,0.065795,0.134572,0.0,0.0,0.023297,32.802292,0.32384,2.947416,3.76417,1.396982,1.716773,-30.853165,-6.490439,-1.983054,-13888.65234,0.0,15,17,50,95,94,100,100,92,99,100,100,100,99,75,100,100,98,13,15,100,100,49,30,74,99,100,14,100,293,0.8376576882062416,-0.946128218073834,-0.9573221312531336,0.7098806752926811,-0.057133858376703726,-0.9029683947057964,0.8765898648984255,-0.09162014274261258,-0.7241964633029866,-1.4968459990330283,-0.9646915182873842,-0.2860734634217813,-0.48103208307302564,-0.894486444621588,-0.30311480512653777,-0.46376632973624526,81.17127675297391
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/validation/0003_01.jpg,28.04019,21.520011,0.484912,0.262943,0.014104,0.062237,0.0,6.903021,34,0.913282,0.0,0.0,0.066551,0.126649,0.0,0.0,0.025351,58.682623,0.310109,3.655875,2.905458,1.423121,1.80327,27.670736,11.110136,4.547391,-15187.00879,0.0,87,90,80,78,99,100,100,86,98,100,100,100,99,77,100,100,97,36,11,100,100,56,51,78,96,99,12,100,271,1.3336612526175735,-1.1432396593973089,0.4761932146397624,0.1089449713352231,1.1559960754392578,0.5271681302025439,-0.38566553619725197,-0.7496640352716316,-0.1558717307840772,0.35584582350865174,0.47208259713386974,0.5709586323510809,0.08986029184890276,0.0264350565622186,0.27629591577831386,0.3013537655755611,88.90304405997595
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/validation/0003_03.jpg,25.650003,94.184196,0.457612,0.223635,0.015082,0.178099,0.0,6.917639,47,0.842144,0.0,0.579293,0.061674,0.099348,0.0,0.0,0.009037,40.141726,0.320816,3.348954,3.174008,1.437051,1.699469,4.598692,7.115716,-1.684251,-17271.61914,0.0,73,57,79,62,100,100,100,86,100,100,100,42,98,84,100,100,99,18,14,100,100,59,27,99,98,100,8,100,291,-0.2241201490010448,-1.6479747329216006,0.7642054900542372,1.9315008660990771,2.9448494913579686,0.4303968776951466,3.16349062157188,0.9662928667068023,0.8247732018507914,1.0499302990933852,0.5315580681952987,-3.4545979752037788,0.5194822849955498,0.5100433289376264,1.9725997608683632,-0.11667565048531565,91.44497829991909
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/validation/0004_01.jpg,25.958683,77.542886,0.477627,0.174562,0.00615,0.188051,0.0,6.282739,33,0.89795,6.817108,0.0,0.082063,0.10956,0.0,0.0,0.017376,76.771228,0.406454,3.53543,3.15615,1.104451,1.365129,15.927073,10.452352,5.149548,-6635.453125,0.0,76,64,80,38,75,100,100,79,98,100,67,100,100,82,100,100,98,58,59,100,100,5,1,92,97,99,42,100,280,-0.5878694889650475,0.9315350454726279,1.5704919909249868,-0.052361817928115645,0.7373432236080445,0.007647016656541651,-1.328920579200998,0.3561430276772494,0.8831129233100553,-0.8261068291360382,-0.32893444565847263,-0.07959289513727297,0.30596570535568657,0.849504482122348,-0.08603385618200192,-0.14633322839819343,89.02330803440888
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/validation/0004_05.jpg,20.656693,44.197625,0.711073,0.261612,0.015114,0.108949,0.0,6.966809,47,0.670556,0.0,0.0,0.076307,0.133976,0.0,0.0,0.004273,19.027212,0.306929,3.416324,3.311206,1.513689,1.779249,-0.561665,0.235695,-6.131683,-14540.80371,0.0,29,79,90,77,100,100,100,87,100,100,100,100,100,75,100,100,100,7,11,100,100,76,45,100,100,99,13,100,297,1.06951670810913,-1.868424247200796,-0.06901749333967774,-0.011413113739482564,0.49829699205260153,-0.6394557889298653,-0.262959585968815,-0.755141883286472,-0.44590438595634685,-0.1879374652319593,0.07958947514938086,-0.4230434556106073,0.0716347832639044,-1.0366314218136228,-0.0959096627240872,0.07639591442147649,81.1370764849552
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/validation/0005_01.jpg,18.994205,163.749984,0.585829,0.179334,0.007511,0.176493,0.0,6.37629,46,0.762726,0.0,0.0,0.068459,0.137911,0.0,0.0,0.008899,17.662239,0.305309,3.235294,2.705882,1.51634,1.757576,15.739408,3.397915,-2.506659,-5590.9375,0.0,18,34,85,40,83,100,100,80,100,100,100,100,99,74,100,100,99,7,10,100,100,76,40,93,100,100,47,100,277,-0.1898748655010026,-1.7393287845197987,0.8867658372119684,-0.20060991183470436,-0.13734526278995243,-0.9393669221729917,0.5872069980954073,-0.367019963369924,-0.7566499629755421,-1.547198943388481,-0.6480091086551414,-0.5580036156840789,0.4393989287327899,-0.6506533145154919,-0.5661676892608535,0.1529625575659557,77.41643587467763
